   BENCHMARK INFORMATION
Ultimate
benchmark definition:    benchmark-defs/Ultimate.xml
name:                    Ultimate
run sets:                thesis-all
date:                    Mon, 2023-04-17 20:43:44 EDT
tool:                    Ultimate 0.2.3-863304a1
tool executable:         /home/rjf/fast/ultimate/UAutomizer-linux/Ultimate.py
options:
resource limits:
- time:                  900 s
hardware requirements:
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    louvre
os:                      Linux-5.4.0-146-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon CPU E5-1607 v3 @ 3.10GHz
- cores:                 4
- max frequency:         3100.0 MHz
ram:                     33594.343424000006 MB
------------------------------------------------------------



thesis-all
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
recursive-simple/fibo_2calls_8-1.yml                      true                           105.09       51.88        None
recursive-simple/fibo_2calls_8-2.yml                      false(unreach-call)             77.05       36.23        None
recursive-simple/fibo_5-1.yml                             true                            35.23       13.50        None
recursive-simple/fibo_5-2.yml                             false(unreach-call)             24.50        9.61        None
recursive-simple/fibo_7-1.yml                             true                            58.32       23.21        None
recursive-simple/fibo_7-2.yml                             false(unreach-call)             28.36       11.07        None
recursive-simple/id2_b2_o3.yml                            true                            15.27        5.99        None
recursive-simple/id2_b3_o2.yml                            false(unreach-call)             14.31        5.29        None
recursive-simple/id2_b3_o5.yml                            true                            15.71        6.01        None
recursive-simple/id2_b5_o10.yml                           true                            14.93        5.84        None
recursive-simple/id2_i5_o5-1.yml                          false(unreach-call)             18.66        7.54        None
recursive-simple/id2_i5_o5-2.yml                          true                            25.11        9.90        None
recursive-simple/id_b2_o3.yml                             true                            12.91        5.20        None
recursive-simple/id_b3_o2-2.yml                           false(unreach-call)             14.40        5.91        None
recursive-simple/id_b3_o5-2.yml                           true                            12.70        5.22        None
recursive-simple/id_b5_o10-2.yml                          true                            13.30        5.29        None
recursive-simple/id_i10_o10-1.yml                         false(unreach-call)             27.60       11.51        None
recursive-simple/id_i10_o10-2.yml                         true                            45.99       20.26        None
recursive-simple/id_i15_o15-1.yml                         true                            89.57       48.78        None
recursive-simple/id_i15_o15-2.yml                         false(unreach-call)             28.68       11.79        None
recursive-simple/id_i20_o20-1.yml                         true                           180.63      117.32        None
recursive-simple/id_i20_o20-2.yml                         false(unreach-call)             50.10       24.83        None
recursive-simple/id_i25_o25-1.yml                         TIMEOUT                        254.73      181.00        None
recursive-simple/id_i25_o25-2.yml                         false(unreach-call)             50.71       25.30        None
recursive-simple/id_i5_o5-1.yml                           false(unreach-call)             16.24        6.73        None
recursive-simple/id_i5_o5-2.yml                           true                            23.10        9.46        None
recursive-simple/id_o10.yml                               false(unreach-call)             22.38        9.45        None
recursive-simple/id_o100.yml                              TIMEOUT                        201.09      181.00        None
recursive-simple/id_o1000.yml                             TIMEOUT                        200.91      181.00        None
recursive-simple/id_o20.yml                               false(unreach-call)            158.26      137.07        None
recursive-simple/id_o200.yml                              TIMEOUT                        200.73      181.01        None
recursive-simple/id_o3.yml                                false(unreach-call)             12.65        5.20        None
recursive-simple/sum_10x0-1.yml                           true                            52.68       23.03        None
recursive-simple/sum_10x0-2.yml                           false(unreach-call)             39.13       17.44        None
recursive-simple/sum_15x0-1.yml                           true                            93.35       47.91        None
recursive-simple/sum_15x0-2.yml                           false(unreach-call)             81.14       44.21        None
recursive-simple/sum_20x0-1.yml                           false(unreach-call)            197.54      135.98        None
recursive-simple/sum_20x0-2.yml                           true                           180.70      117.27        None
recursive-simple/sum_25x0-1.yml                           TIMEOUT                        259.34      181.01        None
recursive-simple/sum_25x0-2.yml                           TIMEOUT                        253.61      181.01        None
recursive-simple/sum_2x3-1.yml                            false(unreach-call)             12.34        5.13        None
recursive-simple/sum_2x3-2.yml                            true                            19.33        7.33        None
recursive-simple/sum_non_eq-2.yml                         true                            15.54        5.96        None
recursive-simple/sum_non_eq-3.yml                         false(unreach-call)             10.15        4.20        None
-----------------------------------------------------------------------------------------------------------------------
Run set 1                                                 done                          7300.88    15419.91           -

Statistics:            312 Files
  correct:             247
    correct true:      188
    correct false:      59
  incorrect:             0
    incorrect true:      0
    incorrect false:     0
  unknown:              65
  Score:               435 (max: 545)
